TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,REGION_RATING_CLIENT
0,Cash loans,F,360000,1293502.5,Commercial associate,Higher education,Single / not married,-12397,1
0,Cash loans,F,180000,1321902,Working,Secondary / secondary special,Married,-22115,2
0,Cash loans,F,185400,408780,Commercial associate,Secondary / secondary special,Separated,-17001,2
0,Cash loans,F,58500,244512,Pensioner,Secondary / secondary special,Civil marriage,-24071,3
1,Cash loans,F,144000,188685,Pensioner,Secondary / secondary special,Married,-23474,3
0,Cash loans,F,90000,1110492,Pensioner,Higher education,Married,-21829,2
0,Cash loans,F,180000,983299.5,Working,Higher education,Married,-13366,1
0,Cash loans,F,180000,545040,Working,Secondary / secondary special,Married,-12225,2
0,Cash loans,F,157500,521280,Working,Secondary / secondary special,Separated,-18347,3
0,Cash loans,F,171000,382500,Commercial associate,Higher education,Married,-10771,2
0,Cash loans,F,112500,269550,Working,Secondary / secondary special,Married,-15153,2
1,Cash loans,F,135000,900000,Commercial associate,Higher education,Married,-20222,2
0,Cash loans,F,121500,1546020,Pensioner,Secondary / secondary special,Married,-10524,2
0,Cash loans,M,270000,695970,Working,Secondary / secondary special,Married,-13863,2
0,Cash loans,M,337500,450000,Working,Incomplete higher,Married,-17116,2
0,Cash loans,M,225000,454500,Working,Higher education,Married,-10477,2
0,Cash loans,F,121500,143910,Working,Secondary / secondary special,Widow,-24733,1
0,Cash loans,M,225000,545040,Working,Secondary / secondary special,Single / not married,-12297,2
0,Cash loans,F,171000,755190,Commercial associate,Secondary / secondary special,Married,-10469,1
0,Cash loans,F,63000,508495.5,Pensioner,Secondary / secondary special,Married,-21801,3
0,Cash loans,F,112500,810000,Pensioner,Secondary / secondary special,Married,-22690,2
0,Revolving loans,F,67500,202500,Working,Higher education,Single / not married,-9416,2
0,Cash loans,F,67500,814041,Pensioner,Secondary / secondary special,Married,-20923,2
0,Cash loans,F,90000,358344,State servant,Higher education,Married,-15859,2
0,Cash loans,M,202500,254700,Commercial associate,Secondary / secondary special,Single / not married,-8740,2
0,Cash loans,F,157500,417024,Working,Secondary / secondary special,Civil marriage,-13587,2
0,Revolving loans,M,292500,180000,Working,Higher education,Married,-14581,3
0,Cash loans,F,135000,547344,Working,Secondary / secondary special,Married,-15889,3
0,Cash loans,M,225000,900000,Working,Secondary / secondary special,Married,-13027,3
0,Cash loans,F,180000,490495.5,Working,Secondary / secondary special,Civil marriage,-16543,1
0,Cash loans,F,450000,916470,Commercial associate,Higher education,Widow,-21008,2
0,Cash loans,F,90000,314100,Pensioner,Secondary / secondary special,Separated,-23966,2
0,Cash loans,F,130500,545040,Working,Secondary / secondary special,Separated,-18282,2
0,Cash loans,M,180000,331920,Working,Secondary / secondary special,Single / not married,-15390,2
0,Cash loans,F,157500,573408,Commercial associate,Incomplete higher,Single / not married,-19436,3
0,Cash loans,M,261000,343377,Pensioner,Lower secondary,Widow,-23395,2
0,Cash loans,M,225000,765261,Working,Secondary / secondary special,Married,-11206,2
1,Cash loans,M,270000,225000,Working,Secondary / secondary special,Married,-11627,2
0,Cash loans,M,405000,1288350,Working,Secondary / secondary special,Married,-19502,2
0,Cash loans,F,135000,770292,Working,Higher education,Married,-13854,3
0,Cash loans,M,180000,817731,Commercial associate,Secondary / secondary special,Married,-15925,2
0,Cash loans,F,112500,814041,Pensioner,Secondary / secondary special,Married,-19922,2
0,Cash loans,F,225000,720000,Commercial associate,Higher education,Married,-14131,2
0,Cash loans,M,78300,511920,Commercial associate,Higher education,Married,-16866,2
0,Cash loans,F,112500,983299.5,Working,Secondary / secondary special,Married,-15225,2
0,Cash loans,F,112500,450000,Working,Secondary / secondary special,Civil marriage,-15932,2
0,Revolving loans,F,112500,180000,Commercial associate,Incomplete higher,Married,-8138,3
0,Cash loans,F,202500,450000,Working,Higher education,Separated,-11989,1
0,Cash loans,F,90000,276813,Commercial associate,Secondary / secondary special,Married,-24620,2
0,Cash loans,F,135000,521280,Working,Secondary / secondary special,Married,-9124,2
0,Cash loans,M,225000,1436850,Commercial associate,Higher education,Married,-17770,1
0,Cash loans,F,225000,1144053,Commercial associate,Higher education,Married,-14952,2
0,Cash loans,F,117000,254700,Working,Higher education,Civil marriage,-24849,3
0,Cash loans,M,180000,441616.5,Working,Higher education,Married,-15670,3
0,Cash loans,M,157500,755190,Pensioner,Higher education,Married,-23020,2
0,Cash loans,F,137250,1762110,Working,Higher education,Civil marriage,-15223,2
1,Cash loans,F,67500,225000,Working,Secondary / secondary special,Married,-19547,2
0,Cash loans,F,157500,643500,Working,Higher education,Married,-13571,2
0,Cash loans,M,67500,431280,Pensioner,Secondary / secondary special,Single / not married,-22830,2
1,Cash loans,F,157500,1082214,Working,Secondary / secondary special,Married,-11080,2
0,Cash loans,M,180000,675000,Pensioner,Secondary / secondary special,Civil marriage,-23402,2
0,Cash loans,M,247500,490495.5,Commercial associate,Secondary / secondary special,Married,-16430,2
0,Cash loans,F,63000,231813,Working,Higher education,Widow,-19594,2
0,Cash loans,M,90000,388512,Working,Secondary / secondary special,Single / not married,-12952,2
0,Cash loans,F,99000,67765.5,Working,Secondary / secondary special,Married,-14553,3
0,Cash loans,F,67500,174132,Working,Higher education,Civil marriage,-9978,2
0,Cash loans,F,337500,2695500,State servant,Higher education,Married,-12373,1
0,Cash loans,M,157500,545040,Working,Higher education,Married,-9479,2
0,Cash loans,F,135000,485640,Working,Secondary / secondary special,Civil marriage,-10918,1
0,Cash loans,F,225000,675000,Working,Secondary / secondary special,Married,-10471,2
0,Cash loans,F,135000,450000,Commercial associate,Higher education,Married,-18873,2
0,Cash loans,F,85500,248760,Pensioner,Higher education,Civil marriage,-23474,3
0,Cash loans,M,99000,364896,Working,Secondary / secondary special,Married,-19223,2
0,Cash loans,F,135000,1256400,Working,Higher education,Married,-16302,2
0,Cash loans,F,117000,454500,Pensioner,Secondary / secondary special,Widow,-19041,2
0,Cash loans,M,180000,219249,Commercial associate,Secondary / secondary special,Married,-17156,2
0,Cash loans,M,270000,1024290,Working,Secondary / secondary special,Married,-8631,2
0,Cash loans,F,135000,1046142,Pensioner,Secondary / secondary special,Married,-20378,2
0,Cash loans,F,90000,472500,Working,Higher education,Married,-13724,2
1,Cash loans,M,90000,413235,Working,Secondary / secondary special,Married,-8261,2
0,Cash loans,F,148500,121500,Commercial associate,Secondary / secondary special,Married,-13546,3
0,Cash loans,M,157500,296280,State servant,Secondary / secondary special,Married,-13410,2
0,Cash loans,M,157500,675000,Working,Secondary / secondary special,Married,-12570,2
0,Cash loans,F,225000,735579,Commercial associate,Secondary / secondary special,Civil marriage,-22140,3
0,Cash loans,M,270000,1436850,Commercial associate,Secondary / secondary special,Married,-17520,1
0,Cash loans,F,306000,1460691,Pensioner,Secondary / secondary special,Civil marriage,-22453,1
0,Cash loans,M,450000,675000,Commercial associate,Higher education,Married,-11185,2
1,Cash loans,F,67500,107820,Working,Secondary / secondary special,Married,-16970,3
0,Cash loans,F,157500,473760,Commercial associate,Secondary / secondary special,Married,-18316,2
0,Cash loans,M,112500,180000,Commercial associate,Secondary / secondary special,Married,-11285,2
0,Cash loans,F,67500,315000,Working,Secondary / secondary special,Single / not married,-15794,2
0,Cash loans,F,225000,67500,Working,Lower secondary,Civil marriage,-13765,2
0,Cash loans,F,112500,163512,Working,Secondary / secondary special,Married,-19552,2
0,Revolving loans,M,270000,225000,Commercial associate,Secondary / secondary special,Single / not married,-15832,1
0,Cash loans,M,157500,1129500,Commercial associate,Secondary / secondary special,Married,-17548,2
0,Cash loans,F,54000,282690,Working,Secondary / secondary special,Married,-14253,3
0,Cash loans,F,346500,415408.5,Commercial associate,Incomplete higher,Married,-11263,2
0,Cash loans,F,72000,545040,Working,Higher education,Married,-12096,2
0,Revolving loans,F,112500,247500,Working,Secondary / secondary special,Separated,-17988,2
0,Cash loans,F,90000,942300,Commercial associate,Secondary / secondary special,Married,-17293,2
0,Cash loans,F,112500,251091,Working,Secondary / secondary special,Widow,-23877,2
0,Cash loans,F,180000,254700,Commercial associate,Secondary / secondary special,Separated,-15629,1
0,Cash loans,F,45000,277969.5,Pensioner,Secondary / secondary special,Married,-23487,2
0,Cash loans,M,270000,983299.5,Commercial associate,Secondary / secondary special,Married,-16999,1
1,Cash loans,F,112500,785398.5,Commercial associate,Higher education,Married,-17018,2
0,Cash loans,F,135000,284400,Commercial associate,Secondary / secondary special,Widow,-24019,2
0,Cash loans,F,157500,703728,Pensioner,Secondary / secondary special,Widow,-23118,2
0,Cash loans,M,270000,1002456,Working,Secondary / secondary special,Married,-17901,2
0,Cash loans,F,112500,454500,Working,Secondary / secondary special,Married,-19384,2
0,Cash loans,F,157500,333337.5,Working,Higher education,Single / not married,-20552,1
0,Cash loans,M,315000,1125000,Commercial associate,Higher education,Married,-14647,2
0,Cash loans,F,157500,805536,Working,Secondary / secondary special,Married,-13674,2
0,Cash loans,F,54000,900000,Working,Secondary / secondary special,Married,-18989,2
0,Cash loans,F,112500,513531,Working,Secondary / secondary special,Single / not married,-22938,2
0,Cash loans,F,112500,765000,Working,Secondary / secondary special,Married,-20385,2
0,Cash loans,F,247500,733176,Working,Secondary / secondary special,Separated,-14794,2
0,Cash loans,F,225000,201469.5,Working,Secondary / secondary special,Married,-11560,1
0,Cash loans,F,144000,284400,Pensioner,Secondary / secondary special,Single / not married,-24048,2
1,Cash loans,F,90000,905688,Working,Secondary / secondary special,Married,-12572,2
0,Revolving loans,M,99000,135000,Pensioner,Higher education,Single / not married,-9163,2
0,Cash loans,F,135000,450000,Pensioner,Higher education,Separated,-16582,2
0,Cash loans,F,76500,191880,Working,Secondary / secondary special,Widow,-24566,2
0,Cash loans,M,202500,990000,Commercial associate,Secondary / secondary special,Married,-14185,2
0,Cash loans,F,90000,360000,Pensioner,Secondary / secondary special,Married,-21800,2
0,Cash loans,M,112500,247275,Commercial associate,Higher education,Married,-20683,2
0,Cash loans,F,51750,101880,Pensioner,Secondary / secondary special,Widow,-23902,2
0,Cash loans,F,90000,808650,Working,Higher education,Separated,-14195,3
0,Cash loans,F,117000,314100,Working,Secondary / secondary special,Civil marriage,-15972,2
0,Revolving loans,M,202500,585000,Working,Secondary / secondary special,Single / not married,-17454,2
0,Cash loans,F,135000,1057500,Working,Secondary / secondary special,Married,-15634,2
0,Cash loans,F,81000,697500,Working,Secondary / secondary special,Married,-12796,2
1,Cash loans,F,216000,521280,Commercial associate,Secondary / secondary special,Civil marriage,-12686,2
0,Revolving loans,F,90000,202500,Commercial associate,Secondary / secondary special,Separated,-17070,2
0,Cash loans,F,135000,239850,Pensioner,Secondary / secondary special,Single / not married,-21687,2
0,Cash loans,M,315000,630000,Commercial associate,Incomplete higher,Single / not married,-9720,2
0,Cash loans,F,72000,545040,Working,Higher education,Single / not married,-14888,3
0,Cash loans,M,630000,1223010,Commercial associate,Higher education,Single / not married,-10629,2
0,Revolving loans,M,108000,270000,Commercial associate,Secondary / secondary special,Single / not married,-19678,2
0,Cash loans,F,94500,531000,Pensioner,Secondary / secondary special,Single / not married,-22978,2
0,Cash loans,M,225000,1211049,Working,Incomplete higher,Married,-12404,2
0,Revolving loans,F,76500,157500,Working,Secondary / secondary special,Single / not married,-11210,3
0,Cash loans,F,103500,239850,Pensioner,Secondary / secondary special,Married,-21491,2
1,Cash loans,F,81000,540000,Working,Secondary / secondary special,Married,-18907,2
0,Cash loans,M,89100,560664,Working,Secondary / secondary special,Civil marriage,-18068,2
0,Revolving loans,F,90000,247500,Working,Higher education,Married,-13785,2
0,Cash loans,F,81000,135000,Working,Incomplete higher,Married,-9083,2
1,Cash loans,F,126000,855000,Working,Secondary / secondary special,Married,-20708,2
0,Cash loans,M,202500,152820,Working,Secondary / secondary special,Civil marriage,-14421,3
0,Cash loans,M,157500,770292,Pensioner,Secondary / secondary special,Married,-23819,2
1,Cash loans,F,112500,976711.5,Working,Secondary / secondary special,Married,-14221,3
0,Cash loans,M,243000,274941,State servant,Incomplete higher,Married,-11620,1
0,Cash loans,F,67500,562491,Working,Secondary / secondary special,Married,-12968,2
0,Cash loans,M,243000,346500,Commercial associate,Secondary / secondary special,Separated,-15326,3
0,Cash loans,F,90000,755190,Commercial associate,Higher education,Civil marriage,-14624,2
0,Cash loans,M,112500,414792,Working,Secondary / secondary special,Single / not married,-9185,2
1,Cash loans,M,157500,302341.5,Working,Secondary / secondary special,Single / not married,-12002,2
0,Cash loans,F,49500,127350,Pensioner,Higher education,Separated,-21780,3
0,Cash loans,F,180000,1078200,State servant,Higher education,Civil marriage,-15860,1
0,Cash loans,M,112500,733315.5,State servant,Higher education,Married,-21521,3
0,Revolving loans,F,450000,855000,Commercial associate,Higher education,Widow,-21136,1
0,Cash loans,M,157500,840780,Working,Secondary / secondary special,Married,-17771,2
0,Cash loans,F,157500,1006920,Commercial associate,Higher education,Married,-10202,3
0,Cash loans,M,225000,601470,Working,Secondary / secondary special,Separated,-21773,1
0,Cash loans,M,99000,450000,Working,Secondary / secondary special,Civil marriage,-19383,2
0,Cash loans,F,63000,182016,State servant,Secondary / secondary special,Married,-16318,2
1,Cash loans,F,202500,746280,Working,Secondary / secondary special,Married,-13419,2
0,Cash loans,M,360000,331920,State servant,Secondary / secondary special,Separated,-13422,3
0,Cash loans,M,225000,541323,Commercial associate,Secondary / secondary special,Married,-14633,2
